# z[m]	| T [degC]
0.850389	|27.177662
0.850501	|27.178843
0.850613	|27.180024
0.850725	|27.181205
0.850837	|27.182386
0.850949	|27.183567
0.851061	|27.184748
0.851173	|27.185929
0.851285	|27.187110
0.851397	|27.188291
0.851509	|27.189471
0.851621	|27.190652
0.851733	|27.191833
0.851845	|27.193014
0.851957	|27.194195
0.852069	|27.195376
0.852181	|27.196557
0.852293	|27.197737
0.852405	|27.198918
0.852517	|27.200099
0.852629	|27.201280
0.852741	|27.202461
0.852853	|27.203641
0.852965	|27.204822
0.853077	|27.206003
0.853189	|27.207184
0.853301	|27.208364
0.853413	|27.209545
0.853525	|27.210726
0.853637	|27.211907
0.853749	|27.213087
0.853861	|27.214268
0.853973	|27.215449
0.854085	|27.216630
0.854197	|27.217810
0.854309	|27.218991
0.854421	|27.220172
0.854533	|27.221352
0.854645	|27.222533
0.854757	|27.223714
0.854869	|27.224894
0.854981	|27.226075
0.855094	|27.227256
0.855206	|27.228436
0.855318	|27.229617
0.855430	|27.230798
0.855542	|27.231978
0.855654	|27.233159
0.855766	|27.234339
0.855878	|27.235520
0.855990	|27.236701
0.856102	|27.237881
0.856214	|27.239062
0.856326	|27.240242
0.856438	|27.241423
0.856550	|27.242604
0.856662	|27.243784
0.856774	|27.244965
0.856886	|27.246145
0.856998	|27.247326
0.857110	|27.248506
0.857222	|27.249687
0.857334	|27.250867
0.857446	|27.252048
0.857558	|27.253228
0.857670	|27.254409
0.857782	|27.255589
0.857894	|27.256770
0.858006	|27.257950
0.858118	|27.259131
0.858230	|27.260311
0.858342	|27.261491
0.858454	|27.262672
0.858566	|27.263852
0.858678	|27.265033
0.858790	|27.266213
0.858902	|27.267394
0.859014	|27.268574
0.859126	|27.269754
0.859238	|27.270935
0.859350	|27.272115
0.859462	|27.273296
0.859574	|27.274476
0.859686	|27.275656
0.859798	|27.276837
0.859910	|27.278017
0.860022	|27.279197
0.860134	|27.280378
0.860246	|27.281558
0.860358	|27.282738
0.860470	|27.283919
0.860582	|27.285099
0.860694	|27.286279
0.860806	|27.287460
0.860918	|27.288640
0.861030	|27.289820
0.861142	|27.291000
0.861254	|27.292181
0.861366	|27.293361
0.861478	|27.294541
0.861590	|27.295721
0.861702	|27.296902
0.861814	|27.298082
0.861926	|27.299262
0.862038	|27.300442
0.862150	|27.301622
0.862262	|27.302803
0.862374	|27.303983
0.862486	|27.305163
0.862598	|27.306343
0.862710	|27.307523
0.862822	|27.308704
0.862934	|27.309884
0.863046	|27.311064
0.863158	|27.312244
0.863270	|27.313424
0.863382	|27.314604
0.863494	|27.315784
0.863606	|27.316964
0.863718	|27.318145
0.863830	|27.319325
0.863942	|27.320505
0.864054	|27.321685
0.864166	|27.322865
0.864278	|27.324045
0.864390	|27.325225
0.864502	|27.326405
0.864614	|27.327585
0.864726	|27.328765
0.864838	|27.329945
0.864950	|27.331125
0.865063	|27.332305
0.865175	|27.333485
0.865287	|27.334665
0.865399	|27.335845
0.865511	|27.337025
0.865623	|27.338205
0.865735	|27.339385
0.865847	|27.340565
0.865959	|27.341745
0.866071	|27.342925
0.866183	|27.344105
0.866295	|27.345285
0.866407	|27.346465
0.866519	|27.347645
0.866631	|27.348825
0.866743	|27.350005
0.866855	|27.351185
0.866967	|27.352365
0.867079	|27.353545
0.867191	|27.354724
0.867303	|27.355904
0.867415	|27.357084
0.867527	|27.358264
0.867639	|27.359444
0.867751	|27.360624
0.867863	|27.361804
0.867975	|27.362984
0.868087	|27.364163
0.868199	|27.365343
0.868311	|27.366523
0.868423	|27.367703
0.868535	|27.368883
0.868647	|27.370062
0.868759	|27.371242
0.868871	|27.372422
0.868983	|27.373602
0.869095	|27.374782
0.869207	|27.375961
0.869319	|27.377141
0.869431	|27.378321
0.869543	|27.379501
0.869655	|27.380680
0.869767	|27.381860
0.869879	|27.383040
0.869991	|27.384219
0.870103	|27.385399
0.870215	|27.386579
0.870327	|27.387759
0.870439	|27.388938
0.870551	|27.390118
0.870663	|27.391298
0.870775	|27.392477
0.870887	|27.393657
0.870999	|27.394837
0.871111	|27.396016
0.871223	|27.397196
0.871335	|27.398376
0.871447	|27.399555
0.871559	|27.400735
0.871671	|27.401914
0.871783	|27.403094
0.871895	|27.404274
0.872007	|27.405453
0.872119	|27.406633
0.872231	|27.407812
0.872343	|27.408992
0.872455	|27.410171
0.872567	|27.411351
0.872679	|27.412531
0.872791	|27.413710
0.872903	|27.414890
0.873015	|27.416069
0.873127	|27.417249
0.873239	|27.418428
0.873351	|27.419608
0.873463	|27.420787
0.873575	|27.421967
0.873687	|27.423146
0.873799	|27.424326
0.873911	|27.425505
0.874023	|27.426685
0.874135	|27.427864
0.874247	|27.429043
0.874359	|27.430223
0.874471	|27.431402
0.874583	|27.432582
0.874695	|27.433761
0.874807	|27.434941
0.874919	|27.436120
0.875032	|27.437299
0.875144	|27.438479
0.875256	|27.439658
0.875368	|27.440838
0.875480	|27.442017
0.875592	|27.443196
0.875704	|27.444376
0.875816	|27.445555
0.875928	|27.446734
0.876040	|27.447914
0.876152	|27.449093
0.876264	|27.450272
0.876376	|27.451452
0.876488	|27.452631
0.876600	|27.453810
0.876712	|27.454990
0.876824	|27.456169
0.876936	|27.457348
0.877048	|27.458527
0.877160	|27.459707
0.877272	|27.460886
0.877384	|27.462065
0.877496	|27.463244
0.877608	|27.464424
0.877720	|27.465603
0.877832	|27.466782
0.877944	|27.467961
0.878056	|27.469141
0.878168	|27.470320
0.878280	|27.471499
0.878392	|27.472678
0.878504	|27.473857
0.878616	|27.475037
0.878728	|27.476216
0.878840	|27.477395
0.878952	|27.478574
0.879064	|27.479753
0.879176	|27.480932
0.879288	|27.482111
0.879400	|27.483291
0.879512	|27.484470
0.879624	|27.485649
0.879736	|27.486828
0.879848	|27.488007
0.879960	|27.489186
0.880072	|27.490365
0.880184	|27.491544
0.880296	|27.492723
0.880408	|27.493902
0.880520	|27.495081
0.880632	|27.496260
0.880744	|27.497440
0.880856	|27.498619
0.880968	|27.499798
0.881080	|27.500977
0.881192	|27.502156
0.881304	|27.503335
0.881416	|27.504514
0.881528	|27.505693
0.881640	|27.506872
0.881752	|27.508051
0.881864	|27.509230
0.881976	|27.510409
0.882088	|27.511588
0.882200	|27.512766
0.882312	|27.513945
0.882424	|27.515124
0.882536	|27.516303
0.882648	|27.517482
0.882760	|27.518661
0.882872	|27.519840
0.882984	|27.521019
0.883096	|27.522198
0.883208	|27.523377
0.883320	|27.524556
0.883432	|27.525734
0.883544	|27.526913
0.883656	|27.528092
0.883768	|27.529271
0.883880	|27.530450
0.883992	|27.531629
0.884104	|27.532808
0.884216	|27.533986
0.884328	|27.535165
0.884440	|27.536344
0.884552	|27.537523
0.884664	|27.538702
0.884776	|27.539880
0.884888	|27.541059
0.885001	|27.542238
0.885113	|27.543417
0.885225	|27.544596
0.885337	|27.545774
0.885449	|27.546953
0.885561	|27.548132
0.885673	|27.549311
0.885785	|27.550489
0.885897	|27.551668
0.886009	|27.552847
0.886121	|27.554025
0.886233	|27.555204
0.886345	|27.556383
0.886457	|27.557561
0.886569	|27.558740
0.886681	|27.559919
0.886793	|27.561097
0.886905	|27.562276
0.887017	|27.563455
0.887129	|27.564633
0.887241	|27.565812
0.887353	|27.566991
0.887465	|27.568169
0.887577	|27.569348
0.887689	|27.570527
0.887801	|27.571705
0.887913	|27.572884
0.888025	|27.574062
0.888137	|27.575241
0.888249	|27.576419
0.888361	|27.577598
0.888473	|27.578777
0.888585	|27.579955
0.888697	|27.581134
0.888809	|27.582312
0.888921	|27.583491
0.889033	|27.584669
0.889145	|27.585848
0.889257	|27.587026
0.889369	|27.588205
0.889481	|27.589383
0.889593	|27.590562
0.889705	|27.591740
0.889817	|27.592919
0.889929	|27.594097
0.890041	|27.595276
0.890153	|27.596454
0.890265	|27.597633
0.890377	|27.598811
0.890489	|27.599989
0.890601	|27.601168
0.890713	|27.602346
0.890825	|27.603525
0.890937	|27.604703
0.891049	|27.605882
0.891161	|27.607060
0.891273	|27.608238
0.891385	|27.609417
0.891497	|27.610595
0.891609	|27.611773
0.891721	|27.612952
0.891833	|27.614130
0.891945	|27.615309
0.892057	|27.616487
0.892169	|27.617665
0.892281	|27.618843
0.892393	|27.620022
0.892505	|27.621200
0.892617	|27.622378
0.892729	|27.623557
0.892841	|27.624735
0.892953	|27.625913
0.893065	|27.627092
0.893177	|27.628270
0.893289	|27.629448
0.893401	|27.630626
0.893513	|27.631805
0.893625	|27.632983
0.893737	|27.634161
0.893849	|27.635339
0.893961	|27.636518
0.894073	|27.637696
0.894185	|27.638874
0.894297	|27.640052
0.894409	|27.641230
0.894521	|27.642408
0.894633	|27.643587
0.894745	|27.644765
0.894857	|27.645943
0.894969	|27.647121
0.895082	|27.648299
0.895194	|27.649477
0.895306	|27.650656
0.895418	|27.651834
0.895530	|27.653012
0.895642	|27.654190
0.895754	|27.655368
0.895866	|27.656546
0.895978	|27.657724
0.896090	|27.658902
0.896202	|27.660080
0.896314	|27.661258
0.896426	|27.662437
0.896538	|27.663615
0.896650	|27.664793
0.896762	|27.665971
0.896874	|27.667149
0.896986	|27.668327
0.897098	|27.669505
0.897210	|27.670683
0.897322	|27.671861
0.897434	|27.673039
0.897546	|27.674217
0.897658	|27.675395
0.897770	|27.676573
0.897882	|27.677751
0.897994	|27.678929
0.898106	|27.680107
0.898218	|27.681285
0.898330	|27.682463
0.898442	|27.683640
0.898554	|27.684818
0.898666	|27.685996
0.898778	|27.687174
0.898890	|27.688352
0.899002	|27.689530
0.899114	|27.690708
0.899226	|27.691886
0.899338	|27.693064
0.899450	|27.694242
0.899562	|27.695419
0.899674	|27.696597
0.899786	|27.697775
0.899898	|27.698953
0.900010	|27.700131
0.900122	|27.701309
0.900234	|27.702487
0.900346	|27.703664
0.900458	|27.704842
0.900570	|27.706020
0.900682	|27.707198
0.900794	|27.708376
0.900906	|27.709553
0.901018	|27.710731
0.901130	|27.711909
0.901242	|27.713087
0.901354	|27.714264
0.901466	|27.715442
0.901578	|27.716620
0.901690	|27.717798
0.901802	|27.718975
0.901914	|27.720153
0.902026	|27.721331
0.902138	|27.722509
0.902250	|27.723686
0.902362	|27.724864
0.902474	|27.726042
0.902586	|27.727219
0.902698	|27.728397
0.902810	|27.729575
0.902922	|27.730752
0.903034	|27.731930
0.903146	|27.733108
0.903258	|27.734285
0.903370	|27.735463
0.903482	|27.736640
0.903594	|27.737818
0.903706	|27.738996
0.903818	|27.740173
0.903930	|27.741351
0.904042	|27.742529
0.904154	|27.743706
0.904266	|27.744884
0.904378	|27.746061
0.904490	|27.747239
0.904602	|27.748416
0.904714	|27.749594
0.904826	|27.750771
0.904938	|27.751949
0.905051	|27.753127
0.905163	|27.754304
0.905275	|27.755482
0.905387	|27.756659
0.905499	|27.757837
0.905611	|27.759014
0.905723	|27.760192
0.905835	|27.761369
0.905947	|27.762546
0.906059	|27.763724
0.906171	|27.764901
0.906283	|27.766079
0.906395	|27.767256
0.906507	|27.768434
0.906619	|27.769611
0.906731	|27.770789
0.906843	|27.771966
0.906955	|27.773143
0.907067	|27.774321
0.907179	|27.775498
0.907291	|27.776676
0.907403	|27.777853
0.907515	|27.779030
0.907627	|27.780208
0.907739	|27.781385
0.907851	|27.782562
0.907963	|27.783740
0.908075	|27.784917
0.908187	|27.786094
0.908299	|27.787272
0.908411	|27.788449
0.908523	|27.789626
0.908635	|27.790804
0.908747	|27.791981
0.908859	|27.793158
0.908971	|27.794336
0.909083	|27.795513
0.909195	|27.796690
0.909307	|27.797867
0.909419	|27.799045
0.909531	|27.800222
0.909643	|27.801399
0.909755	|27.802576
0.909867	|27.803754
0.909979	|27.804931
0.910091	|27.806108
0.910203	|27.807285
0.910315	|27.808462
0.910427	|27.809640
0.910539	|27.810817
0.910651	|27.811994
0.910763	|27.813171
0.910875	|27.814348
0.910987	|27.815525
0.911099	|27.816703
0.911211	|27.817880
0.911323	|27.819057
0.911435	|27.820234
0.911547	|27.821411
0.911659	|27.822588
0.911771	|27.823765
0.911883	|27.824942
0.911995	|27.826120
0.912107	|27.827297
0.912219	|27.828474
0.912331	|27.829651
0.912443	|27.830828
0.912555	|27.832005
0.912667	|27.833182
0.912779	|27.834359
0.912891	|27.835536
0.913003	|27.836713
0.913115	|27.837890
0.913227	|27.839067
0.913339	|27.840244
0.913451	|27.841421
0.913563	|27.842598
0.913675	|27.843775
0.913787	|27.844952
0.913899	|27.846129
0.914011	|27.847306
0.914123	|27.848483
0.914235	|27.849660
0.914347	|27.850837
0.914459	|27.852014
0.914571	|27.853191
0.914683	|27.854368
0.914795	|27.855545
0.914907	|27.856722
0.915020	|27.857898
0.915132	|27.859075
0.915244	|27.860252
0.915356	|27.861429
0.915468	|27.862606
0.915580	|27.863783
0.915692	|27.864960
0.915804	|27.866137
0.915916	|27.867313
0.916028	|27.868490
0.916140	|27.869667
0.916252	|27.870844
0.916364	|27.872021
0.916476	|27.873198
0.916588	|27.874374
0.916700	|27.875551
0.916812	|27.876728
0.916924	|27.877905
0.917036	|27.879082
0.917148	|27.880258
0.917260	|27.881435
0.917372	|27.882612
0.917484	|27.883789
0.917596	|27.884965
0.917708	|27.886142
0.917820	|27.887319
0.917932	|27.888496
0.918044	|27.889672
0.918156	|27.890849
0.918268	|27.892026
0.918380	|27.893202
0.918492	|27.894379
0.918604	|27.895556
0.918716	|27.896733
0.918828	|27.897909
0.918940	|27.899086
0.919052	|27.900262
0.919164	|27.901439
0.919276	|27.902616
0.919388	|27.903792
0.919500	|27.904969
0.919612	|27.906146
0.919724	|27.907322
0.919836	|27.908499
0.919948	|27.909675
0.920060	|27.910852
0.920172	|27.912029
0.920284	|27.913205
0.920396	|27.914382
0.920508	|27.915558
0.920620	|27.916735
0.920732	|27.917911
0.920844	|27.919088
0.920956	|27.920265
0.921068	|27.921441
0.921180	|27.922618
0.921292	|27.923794
0.921404	|27.924971
0.921516	|27.926147
0.921628	|27.927324
0.921740	|27.928500
0.921852	|27.929677
0.921964	|27.930853
0.922076	|27.932030
0.922188	|27.933206
0.922300	|27.934382
0.922412	|27.935559
0.922524	|27.936735
0.922636	|27.937912
0.922748	|27.939088
0.922860	|27.940265
0.922972	|27.941441
0.923084	|27.942617
0.923196	|27.943794
0.923308	|27.944970
0.923420	|27.946147
0.923532	|27.947323
0.923644	|27.948499
0.923756	|27.949676
0.923868	|27.950852
0.923980	|27.952028
0.924092	|27.953205
0.924204	|27.954381
0.924316	|27.955557
0.924428	|27.956734
0.924540	|27.957910
0.924652	|27.959086
0.924764	|27.960263
0.924876	|27.961439
0.924988	|27.962615
0.925101	|27.963792
0.925213	|27.964968
0.925325	|27.966144
0.925437	|27.967320
0.925549	|27.968497
0.925661	|27.969673
0.925773	|27.970849
0.925885	|27.972025
0.925997	|27.973202
0.926109	|27.974378
0.926221	|27.975554
0.926333	|27.976730
0.926445	|27.977906
0.926557	|27.979083
0.926669	|27.980259
0.926781	|27.981435
0.926893	|27.982611
0.927005	|27.983787
0.927117	|27.984963
0.927229	|27.986140
0.927341	|27.987316
0.927453	|27.988492
0.927565	|27.989668
0.927677	|27.990844
0.927789	|27.992020
0.927901	|27.993196
0.928013	|27.994372
0.928125	|27.995549
0.928237	|27.996725
0.928349	|27.997901
0.928461	|27.999077
0.928573	|28.000253
0.928685	|28.001429
0.928797	|28.002605
0.928909	|28.003781
0.929021	|28.004957
0.929133	|28.006133
0.929245	|28.007309
0.929357	|28.008485
0.929469	|28.009661
0.929581	|28.010837
0.929693	|28.012013
0.929805	|28.013189
0.929917	|28.014365
0.930029	|28.015541
0.930141	|28.016717
0.930253	|28.017893
0.930365	|28.019069
0.930477	|28.020245
0.930589	|28.021421
0.930701	|28.022597
0.930813	|28.023773
0.930925	|28.024949
0.931037	|28.026125
0.931149	|28.027300
0.931261	|28.028476
0.931373	|28.029652
0.931485	|28.030828
0.931597	|28.032004
0.931709	|28.033180
0.931821	|28.034356
0.931933	|28.035532
0.932045	|28.036707
0.932157	|28.037883
0.932269	|28.039059
0.932381	|28.040235
0.932493	|28.041411
0.932605	|28.042587
0.932717	|28.043762
0.932829	|28.044938
0.932941	|28.046114
0.933053	|28.047290
0.933165	|28.048466
0.933277	|28.049641
0.933389	|28.050817
0.933501	|28.051993
0.933613	|28.053169
0.933725	|28.054344
0.933837	|28.055520
0.933949	|28.056696
0.934061	|28.057872
0.934173	|28.059047
0.934285	|28.060223
0.934397	|28.061399
0.934509	|28.062574
0.934621	|28.063750
0.934733	|28.064926
0.934845	|28.066101
0.934957	|28.067277
0.935070	|28.068453
0.935182	|28.069628
0.935294	|28.070804
0.935406	|28.071980
0.935518	|28.073155
0.935630	|28.074331
0.935742	|28.075507
0.935854	|28.076682
0.935966	|28.077858
0.936078	|28.079033
0.936190	|28.080209
0.936302	|28.081385
0.936414	|28.082560
0.936526	|28.083736
0.936638	|28.084911
0.936750	|28.086087
0.936862	|28.087262
0.936974	|28.088438
0.937086	|28.089613
0.937198	|28.090789
0.937310	|28.091965
0.937422	|28.093140
0.937534	|28.094316
0.937646	|28.095491
0.937758	|28.096667
0.937870	|28.097842
0.937982	|28.099017
0.938094	|28.100193
0.938206	|28.101368
0.938318	|28.102544
0.938430	|28.103719
0.938542	|28.104895
0.938654	|28.106070
0.938766	|28.107246
0.938878	|28.108421
0.938990	|28.109597
0.939102	|28.110772
0.939214	|28.111947
0.939326	|28.113123
0.939438	|28.114298
0.939550	|28.115474
0.939662	|28.116649
0.939774	|28.117824
0.939886	|28.119000
0.939998	|28.120175
0.940110	|28.121350
0.940222	|28.122526
0.940334	|28.123701
0.940446	|28.124876
0.940558	|28.126052
0.940670	|28.127227
0.940782	|28.128402
0.940894	|28.129578
0.941006	|28.130753
0.941118	|28.131928
0.941230	|28.133103
0.941342	|28.134279
0.941454	|28.135454
0.941566	|28.136629
0.941678	|28.137805
0.941790	|28.138980
0.941902	|28.140155
0.942014	|28.141330
0.942126	|28.142505
0.942238	|28.143681
0.942350	|28.144856
0.942462	|28.146031
0.942574	|28.147206
0.942686	|28.148381
0.942798	|28.149557
0.942910	|28.150732
0.943022	|28.151907
0.943134	|28.153082
0.943246	|28.154257
0.943358	|28.155432
0.943470	|28.156608
0.943582	|28.157783
0.943694	|28.158958
0.943806	|28.160133
0.943918	|28.161308
0.944030	|28.162483
0.944142	|28.163658
0.944254	|28.164833
0.944366	|28.166008
0.944478	|28.167184
0.944590	|28.168359
0.944702	|28.169534
0.944814	|28.170709
0.944926	|28.171884
0.945039	|28.173059
0.945151	|28.174234
0.945263	|28.175409
0.945375	|28.176584
0.945487	|28.177759
0.945599	|28.178934
0.945711	|28.180109
0.945823	|28.181284
0.945935	|28.182459
0.946047	|28.183634
0.946159	|28.184809
0.946271	|28.185984
0.946383	|28.187159
0.946495	|28.188334
0.946607	|28.189509
0.946719	|28.190684
0.946831	|28.191859
0.946943	|28.193034
0.947055	|28.194208
0.947167	|28.195383
0.947279	|28.196558
0.947391	|28.197733
0.947503	|28.198908
0.947615	|28.200083
0.947727	|28.201258
0.947839	|28.202433
0.947951	|28.203608
0.948063	|28.204782
0.948175	|28.205957
0.948287	|28.207132
0.948399	|28.208307
0.948511	|28.209482
0.948623	|28.210657
0.948735	|28.211831
0.948847	|28.213006
0.948959	|28.214181
0.949071	|28.215356
0.949183	|28.216531
0.949295	|28.217705
0.949407	|28.218880
0.949519	|28.220055
0.949631	|28.221230
0.949743	|28.222404
0.949855	|28.223579
0.949967	|28.224754
0.950079	|28.225929
0.950191	|28.227103
0.950303	|28.228278
0.950415	|28.229453
0.950527	|28.230628
0.950639	|28.231802
0.950751	|28.232977
0.950863	|28.234152
0.950975	|28.235326
0.951087	|28.236501
0.951199	|28.237676
0.951311	|28.238850
0.951423	|28.240025
0.951535	|28.241200
0.951647	|28.242374
0.951759	|28.243549
0.951871	|28.244723
0.951983	|28.245898
0.952095	|28.247073
0.952207	|28.248247
0.952319	|28.249422
0.952431	|28.250596
0.952543	|28.251771
0.952655	|28.252946
0.952767	|28.254120
0.952879	|28.255295
0.952991	|28.256469
0.953103	|28.257644
0.953215	|28.258818
0.953327	|28.259993
0.953439	|28.261167
0.953551	|28.262342
0.953663	|28.263517
0.953775	|28.264691
0.953887	|28.265866
0.953999	|28.267040
0.954111	|28.268214
0.954223	|28.269389
0.954335	|28.270563
0.954447	|28.271738
0.954559	|28.272912
0.954671	|28.274087
0.954783	|28.275261
0.954895	|28.276436
0.955008	|28.277610
0.955120	|28.278785
0.955232	|28.279959
0.955344	|28.281133
0.955456	|28.282308
0.955568	|28.283482
0.955680	|28.284657
0.955792	|28.285831
0.955904	|28.287005
0.956016	|28.288180
0.956128	|28.289354
0.956240	|28.290528
0.956352	|28.291703
0.956464	|28.292877
0.956576	|28.294051
0.956688	|28.295226
0.956800	|28.296400
0.956912	|28.297574
0.957024	|28.298749
0.957136	|28.299923
0.957248	|28.301097
0.957360	|28.302271
0.957472	|28.303446
0.957584	|28.304620
0.957696	|28.305794
0.957808	|28.306969
0.957920	|28.308143
0.958032	|28.309317
0.958144	|28.310491
0.958256	|28.311666
0.958368	|28.312840
0.958480	|28.314014
0.958592	|28.315188
0.958704	|28.316362
0.958816	|28.317537
0.958928	|28.318711
0.959040	|28.319885
0.959152	|28.321059
0.959264	|28.322233
0.959376	|28.323407
0.959488	|28.324582
0.959600	|28.325756
0.959712	|28.326930
0.959824	|28.328104
0.959936	|28.329278
0.960048	|28.330452
0.960160	|28.331626
0.960272	|28.332800
0.960384	|28.333975
0.960496	|28.335149
0.960608	|28.336323
0.960720	|28.337497
0.960832	|28.338671
0.960944	|28.339845
0.961056	|28.341019
0.961168	|28.342193
0.961280	|28.343367
0.961392	|28.344541
0.961504	|28.345715
0.961616	|28.346889
0.961728	|28.348063
0.961840	|28.349237
0.961952	|28.350411
0.962064	|28.351585
0.962176	|28.352759
0.962288	|28.353933
0.962400	|28.355107
0.962512	|28.356281
0.962624	|28.357455
0.962736	|28.358629
0.962848	|28.359803
0.962960	|28.360977
0.963072	|28.362151
0.963184	|28.363325
0.963296	|28.364499
0.963408	|28.365673
0.963520	|28.366846
0.963632	|28.368020
0.963744	|28.369194
0.963856	|28.370368
0.963968	|28.371542
0.964080	|28.372716
0.964192	|28.373890
0.964304	|28.375064
0.964416	|28.376237
0.964528	|28.377411
0.964640	|28.378585
0.964752	|28.379759
0.964864	|28.380933
0.964976	|28.382107
0.965089	|28.383280
0.965201	|28.384454
0.965313	|28.385628
0.965425	|28.386802
0.965537	|28.387975
0.965649	|28.389149
0.965761	|28.390323
0.965873	|28.391497
0.965985	|28.392671
0.966097	|28.393844
0.966209	|28.395018
0.966321	|28.396192
0.966433	|28.397365
0.966545	|28.398539
0.966657	|28.399713
0.966769	|28.400887
0.966881	|28.402060
0.966993	|28.403234
0.967105	|28.404408
0.967217	|28.405581
0.967329	|28.406755
0.967441	|28.407929
0.967553	|28.409102
0.967665	|28.410276
0.967777	|28.411450
0.967889	|28.412623
0.968001	|28.413797
0.968113	|28.414970
0.968225	|28.416144
0.968337	|28.417318
0.968449	|28.418491
0.968561	|28.419665
0.968673	|28.420838
0.968785	|28.422012
0.968897	|28.423186
0.969009	|28.424359
0.969121	|28.425533
0.969233	|28.426706
0.969345	|28.427880
0.969457	|28.429053
0.969569	|28.430227
0.969681	|28.431400
0.969793	|28.432574
0.969905	|28.433747
0.970017	|28.434921
0.970129	|28.436094
0.970241	|28.437268
0.970353	|28.438441
0.970465	|28.439615
0.970577	|28.440788
0.970689	|28.441962
0.970801	|28.443135
0.970913	|28.444309
0.971025	|28.445482
0.971137	|28.446656
0.971249	|28.447829
0.971361	|28.449002
0.971473	|28.450176
0.971585	|28.451349
0.971697	|28.452523
0.971809	|28.453696
0.971921	|28.454869
0.972033	|28.456043
0.972145	|28.457216
0.972257	|28.458390
0.972369	|28.459563
0.972481	|28.460736
0.972593	|28.461910
0.972705	|28.463083
0.972817	|28.464256
0.972929	|28.465430
0.973041	|28.466603
0.973153	|28.467776
0.973265	|28.468950
0.973377	|28.470123
0.973489	|28.471296
0.973601	|28.472469
0.973713	|28.473643
0.973825	|28.474816
0.973937	|28.475989
0.974049	|28.477162
0.974161	|28.478336
0.974273	|28.479509
0.974385	|28.480682
0.974497	|28.481855
0.974609	|28.483029
0.974721	|28.484202
0.974833	|28.485375
0.974945	|28.486548
0.975058	|28.487721
0.975170	|28.488895
0.975282	|28.490068
0.975394	|28.491241
0.975506	|28.492414
0.975618	|28.493587
0.975730	|28.494760
0.975842	|28.495934
0.975954	|28.497107
0.976066	|28.498280
0.976178	|28.499453
0.976290	|28.500626
0.976402	|28.501799
0.976514	|28.502972
0.976626	|28.504145
0.976738	|28.505318
0.976850	|28.506492
0.976962	|28.507665
0.977074	|28.508838
0.977186	|28.510011
0.977298	|28.511184
0.977410	|28.512357
0.977522	|28.513530
0.977634	|28.514703
0.977746	|28.515876
0.977858	|28.517049
0.977970	|28.518222
0.978082	|28.519395
0.978194	|28.520568
0.978306	|28.521741
0.978418	|28.522914
0.978530	|28.524087
0.978642	|28.525260
0.978754	|28.526433
0.978866	|28.527606
0.978978	|28.528779
0.979090	|28.529952
0.979202	|28.531125
0.979314	|28.532298
0.979426	|28.533470
0.979538	|28.534643
0.979650	|28.535816
0.979762	|28.536989
0.979874	|28.538162
0.979986	|28.539335
0.980098	|28.540508
0.980210	|28.541681
0.980322	|28.542854
0.980434	|28.544026
0.980546	|28.545199
0.980658	|28.546372
0.980770	|28.547545
0.980882	|28.548718
0.980994	|28.549891
0.981106	|28.551063
0.981218	|28.552236
0.981330	|28.553409
0.981442	|28.554582
0.981554	|28.555755
0.981666	|28.556927
0.981778	|28.558100
0.981890	|28.559273
0.982002	|28.560446
0.982114	|28.561619
0.982226	|28.562791
0.982338	|28.563964
0.982450	|28.565137
0.982562	|28.566310
0.982674	|28.567482
0.982786	|28.568655
0.982898	|28.569828
0.983010	|28.571000
0.983122	|28.572173
0.983234	|28.573346
0.983346	|28.574518
0.983458	|28.575691
0.983570	|28.576864
0.983682	|28.578036
0.983794	|28.579209
0.983906	|28.580382
0.984018	|28.581554
0.984130	|28.582727
0.984242	|28.583900
0.984354	|28.585072
0.984466	|28.586245
0.984578	|28.587417
0.984690	|28.588590
0.984802	|28.589763
0.984914	|28.590935
0.985027	|28.592108
0.985139	|28.593280
0.985251	|28.594453
0.985363	|28.595625
0.985475	|28.596798
0.985587	|28.597971
0.985699	|28.599143
0.985811	|28.600316
0.985923	|28.601488
0.986035	|28.602661
0.986147	|28.603833
0.986259	|28.605006
0.986371	|28.606178
0.986483	|28.607351
0.986595	|28.608523
0.986707	|28.609696
0.986819	|28.610868
0.986931	|28.612041
0.987043	|28.613213
0.987155	|28.614385
0.987267	|28.615558
0.987379	|28.616730
0.987491	|28.617903
0.987603	|28.619075
0.987715	|28.620248
0.987827	|28.621420
0.987939	|28.622592
0.988051	|28.623765
0.988163	|28.624937
0.988275	|28.626110
0.988387	|28.627282
0.988499	|28.628454
0.988611	|28.629627
0.988723	|28.630799
0.988835	|28.631971
0.988947	|28.633144
0.989059	|28.634316
0.989171	|28.635488
0.989283	|28.636661
0.989395	|28.637833
0.989507	|28.639005
0.989619	|28.640178
0.989731	|28.641350
0.989843	|28.642522
0.989955	|28.643694
0.990067	|28.644867
0.990179	|28.646039
0.990291	|28.647211
0.990403	|28.648383
0.990515	|28.649556
0.990627	|28.650728
0.990739	|28.651900
0.990851	|28.653072
0.990963	|28.654245
0.991075	|28.655417
0.991187	|28.656589
0.991299	|28.657761
0.991411	|28.658933
0.991523	|28.660106
0.991635	|28.661278
0.991747	|28.662450
0.991859	|28.663622
0.991971	|28.664794
0.992083	|28.665966
0.992195	|28.667138
0.992307	|28.668311
0.992419	|28.669483
0.992531	|28.670655
0.992643	|28.671827
